Id,Region,Product,Year,Sales,Profit,Quantity
7006,Northwest,SSD,2021,10337.63,2219.85,67
7007,South,Mouse,2022,1758.2,349.12,173
7008,Southwest,HardDrive,2024,9287.91,2002.87,45
7009,East,Tablet,2022,28122.12,4831.72,15
7010,Southwest,HardDrive,2022,8664.61,1804.51,35
7011,East,Laptop,2024,18024.21,3911.28,20
7012,Southeast,GPU,2022,6788.23,1646.67,87
7013,East,Router,2024,4758.35,846.43,35
7014,West,Router,2023,4393.73,898.91,74
7015,Southeast,GPU,2024,9222.06,1390.83,81
7016,Southeast,Switch,2021,6042.69,1502.76,58
7017,South,RAM,2021,3924.57,881.41,99
7018,Central,GPU,2020,16482.92,2952.14,79
7019,Central,Phone,2023,8031.43,1495.69,27
7020,Northeast,Tablet,2023,24357.82,3802.04,31
7021,Central,Modem,2021,6575.17,1581.22,78
7022,Northeast,Keyboard,2024,2961.66,720.15,147
7023,North,Camera,2023,25955.33,5343.82,23
7024,West,Speaker,2023,5734.74,1209.64,34
7025,North,RAM,2022,6452.81,1264.14,80
7026,Northeast,Laptop,2020,13881.63,3015.57,23
7027,East,Speaker,2023,5412.06,1315.31,81
7028,Central,Router,2021,2195.83,434.6,81
7029,South,SSD,2023,6100.74,1361.15,87
7030,Southwest,Keyboard,2023,3016.27,683.37,150
7031,West,RAM,2020,2393.25,406.35,72
7032,East,Scanner,2024,5361.99,818.9,52
7033,Southwest,Router,2022,7990.46,1651.65,77
7034,North,Speaker,2021,4901.9,1207.72,51
7035,Central,CPU,2022,8635.63,1389.42,79
7036,Southwest,Phone,2020,22624.04,5311.77,54
7037,East,SSD,2024,8286.01,2003.46,40
7038,Southeast,Laptop,2020,23180.09,3520.54,25
7039,Southwest,Speaker,2020,3331.99,632.87,74
7040,Southwest,GPU,2020,3911.77,821.91,47
7041,West,Keyboard,2022,2176.41,329.63,119
7042,South,Speaker,2023,3878.43,685.28,38
7043,Northwest,Switch,2024,4828.07,769.21,42
7044,Northwest,Modem,2024,7473.66,1722.18,48
7045,West,Speaker,2023,7771.97,1868.78,22
7046,South,RAM,2022,3531.91,687.93,68
7047,South,Switch,2021,6582.34,1588.93,66
7048,North,Switch,2022,1692.76,267.09,59
7049,South,HardDrive,2021,13310.8,2539.62,37
7050,West,Printer,2023,17282.91,4143.56,56
7051,Southwest,Keyboard,2021,7684.49,1199.98,188
7052,Central,Switch,2023,7413.03,1304.92,26
7053,South,GPU,2024,12487.52,3103.98,97
7054,South,Scanner,2021,7778.43,1331.68,53
7055,East,Speaker,2023,2328.66,473.4,74
7056,North,HardDrive,2024,5558.93,971.73,84
7057,Central,Modem,2022,8846.55,1980.72,52
7058,North,Modem,2022,6779.62,1606.39,60
7059,North,Webcam,2024,2634.54,408.83,64
7060,Northeast,Printer,2023,13596.38,2120.3,98
7061,North,Switch,2020,2185.13,498.7,64
7062,Northwest,Headphones,2023,2043.1,468.01,109
7063,South,Speaker,2024,3278.92,566.56,96
7064,Central,Printer,2021,25292.8,4604.34,22
7065,North,CPU,2021,18740.05,3012.4,65
7066,North,HardDrive,2024,12788.37,3044.29,63
7067,West,CPU,2020,3157.4,559.35,100
7068,West,Phone,2024,10865.36,1784.3,31
7069,Northeast,Webcam,2022,7615.49,1766.0,84
7070,Central,GPU,2023,10693.43,1973.04,76
7071,Southeast,Camera,2021,21362.1,4444.28,57
7072,West,Keyboard,2020,5763.46,910.31,188
7073,Southeast,SSD,2022,9919.46,2014.4,43
7074,Southeast,Laptop,2024,18085.13,4025.83,42
7075,West,GPU,2023,9879.07,2155.73,29
7076,Southeast,GPU,2024,10524.4,2242.92,95
7077,Southeast,Scanner,2023,7465.59,1636.33,22
7078,Northwest,Scanner,2022,3758.22,683.76,68
7079,Northwest,Laptop,2021,12265.8,2991.99,50
7080,Southeast,Modem,2022,4924.06,900.22,94
7081,Southeast,Mouse,2021,1213.32,289.51,82
7082,North,Printer,2023,31008.46,7400.69,56
7083,West,CPU,2020,12293.23,2163.24,88
7084,Central,HardDrive,2023,7477.27,1152.57,58
7085,Central,Printer,2020,23690.02,3793.34,81
7086,South,RAM,2024,7861.32,1274.16,43
7087,North,Headphones,2023,6409.78,1352.74,68
7088,Southwest,GPU,2022,5396.41,854.01,70
7089,Southwest,Switch,2022,4066.63,621.87,93
7090,West,Webcam,2021,4176.75,779.66,23
7091,Southeast,Camera,2020,9091.62,1368.44,69
7092,South,SSD,2021,5492.58,910.86,92
7093,North,Mouse,2023,3807.29,852.2,146
7094,Central,Headphones,2020,6470.27,1490.01,87
7095,Southeast,Camera,2020,17083.12,2925.07,58
7096,Southwest,Printer,2022,17143.16,3224.25,70
7097,North,Switch,2023,7198.66,1733.36,87
7098,Southeast,GPU,2021,3669.83,749.89,25
7099,North,Modem,2021,9290.38,1861.59,52
7100,Northwest,GPU,2024,12043.15,1932.6,32
7101,Northwest,Mouse,2022,6682.81,1313.14,159
7102,Northeast,RAM,2022,4850.07,945.7,22
7103,West,Camera,2023,21341.9,3884.65,95
7104,Central,HardDrive,2024,5524.04,840.06,94
7105,West,HardDrive,2024,7336.06,1726.25,60
7106,East,Headphones,2020,4873.53,884.94,104
7107,West,Printer,2021,5109.45,1184.28,42
7108,North,Modem,2020,1123.47,212.63,79
7109,Northeast,Speaker,2022,4212.51,974.12,98
7110,Southwest,Scanner,2020,3863.89,633.49,30
7111,South,HardDrive,2021,12871.41,2178.43,64
7112,Southeast,Phone,2020,21385.46,3582.66,34
7113,West,Camera,2020,23512.87,3651.39,53
7114,Southeast,Laptop,2024,25241.59,6008.87,15
7115,South,Phone,2022,19440.91,3508.21,24
7116,North,Router,2022,8331.41,1636.64,81
7117,East,Keyboard,2020,2163.25,476.43,182
7118,South,Laptop,2024,29709.69,7322.11,52
7119,Northwest,Switch,2023,3122.78,508.61,62
7120,East,Switch,2023,3047.95,594.84,29
7121,North,Modem,2020,5110.91,1035.46,75
7122,Central,Switch,2022,2114.81,504.67,64
7123,Central,Switch,2024,6609.49,1411.65,57
7124,East,Speaker,2021,3737.15,906.4,88
7125,Northwest,HardDrive,2021,14840.72,2781.04,69
7126,Southwest,Mouse,2021,5887.38,1276.43,113
7127,Northwest,Laptop,2020,16732.48,2538.26,49
7128,Northeast,Mouse,2023,7474.58,1178.5,74
7129,Southwest,Camera,2021,10075.1,1820.53,82
7130,East,Speaker,2024,4085.23,650.15,97
7131,Northeast,Camera,2021,22242.11,3540.11,36
7132,North,Switch,2021,6839.92,1374.04,61
7133,Southwest,Router,2020,6731.38,1621.3,23
7134,Southeast,Mouse,2022,1671.96,286.82,101
7135,Central,CPU,2021,11125.63,2152.94,27
7136,Southeast,HardDrive,2023,12937.12,2920.18,51
7137,Central,HardDrive,2021,10024.42,1764.89,74
7138,Northwest,Router,2021,1843.27,366.95,57
7139,West,Laptop,2024,18902.4,3405.12,48
7140,West,Tablet,2023,22041.9,3971.59,40
7141,North,GPU,2021,15951.33,2558.99,41
7142,Southeast,CPU,2020,10828.37,1911.01,39
7143,Southwest,Tablet,2023,25317.57,4362.84,21
7144,Northeast,SSD,2020,5145.76,1261.22,91
7145,Northwest,Router,2023,2486.27,436.62,33
7146,Northwest,Printer,2022,18850.64,4175.47,36
7147,Central,Router,2024,5155.75,944.06,34
7148,Southwest,CPU,2021,3856.87,606.36,33
7149,West,Webcam,2021,5942.91,1086.19,78
7150,North,Speaker,2020,6765.69,1559.88,76
7151,Central,Speaker,2024,1623.05,311.55,88
7152,Northwest,SSD,2022,4238.11,918.18,35
7153,East,Modem,2023,1447.1,328.93,45
7154,Northeast,GPU,2022,10114.14,2444.9,36
7155,Central,Webcam,2021,4238.49,976.33,89
7156,Southeast,Monitor,2023,8497.56,2022.38,25
7157,Central,Monitor,2023,27144.33,5029.43,36
7158,South,Printer,2020,9163.94,1904.91,33
7159,North,Monitor,2022,29472.12,6095.34,52
7160,South,Phone,2024,24743.71,4293.77,30
7161,Southeast,Printer,2022,25568.74,5650.77,32
7162,East,Modem,2023,1505.96,292.52,82
7163,South,Speaker,2023,6619.64,1216.76,97
7164,North,CPU,2020,16851.74,2985.14,92
7165,Central,Laptop,2024,9931.27,1518.29,58
7166,Southeast,GPU,2021,5556.28,858.29,71
7167,Central,Monitor,2024,35379.45,6459.55,57
7168,Central,Mouse,2021,8113.82,1594.03,114
7169,Northeast,Tablet,2023,25948.31,5066.84,18
7170,Southeast,Laptop,2021,15245.72,2873.56,36
7171,East,Switch,2020,1182.56,220.55,89
7172,North,Monitor,2024,31353.36,4724.72,25
7173,North,Laptop,2022,17145.13,2835.42,35
7174,Southeast,HardDrive,2021,14821.84,3152.77,26
7175,West,Laptop,2023,8437.95,1990.26,14
7176,Southwest,CPU,2021,4931.34,1088.64,79
7177,Southwest,Router,2021,1750.62,274.69,28
7178,Southeast,Mouse,2023,1073.6,233.93,82
7179,Northwest,Tablet,2024,25270.47,5866.41,48
7180,Central,Tablet,2024,24465.02,4985.82,25
7181,Central,CPU,2021,18539.78,3152.19,94
7182,Southeast,HardDrive,2022,11741.79,2476.35,26
7183,East,Camera,2021,16928.55,3427.14,64
7184,Northwest,Tablet,2024,25366.71,4819.68,23
7185,Southeast,GPU,2020,8344.7,1752.28,64
7186,Northeast,RAM,2023,3445.24,757.33,39
7187,Southwest,Keyboard,2022,6725.48,1458.92,64
7188,Central,Keyboard,2023,5863.69,1247.33,90
7189,North,Phone,2023,30804.56,6185.63,53
7190,South,Printer,2022,16032.91,2534.61,29
7191,Southeast,GPU,2020,10622.89,2138.73,63
7192,Southeast,Scanner,2024,6663.86,1390.68,25
7193,North,CPU,2021,11248.34,2712.33,86
7194,Southwest,Webcam,2024,6358.71,1516.72,43
7195,North,Mouse,2024,7670.46,1423.25,55
7196,South,CPU,2023,8894.69,2192.03,61
7197,Northwest,Speaker,2021,6848.72,1115.55,64
7198,Northeast,Switch,2024,1212.79,248.29,74
7199,North,Laptop,2020,23691.72,4885.53,18
7200,West,Router,2021,3273.99,587.16,56
7201,Northwest,Mouse,2020,2302.88,424.87,196
7202,North,Router,2023,2483.61,439.43,74
7203,North,GPU,2022,13306.56,3190.3,56
7204,Southeast,HardDrive,2023,7248.16,1263.22,26
7205,Southeast,Headphones,2022,3862.2,786.57,57
7206,South,Mouse,2020,7602.3,1457.79,118
7207,Northwest,Scanner,2020,4130.92,728.76,37
7208,North,Tablet,2021,15863.42,3618.42,46
7209,Northwest,Webcam,2023,2628.76,598.61,75
7210,Southeast,Phone,2024,18939.35,4654.44,33
7211,Northeast,Webcam,2021,3542.05,728.76,69
7212,Southeast,Webcam,2020,7539.06,1705.49,54
7213,Southeast,HardDrive,2024,5733.78,1037.75,85
7214,Northwest,Monitor,2021,7724.11,1294.37,32
7215,Central,Router,2022,4810.9,836.46,76
7216,Southeast,Webcam,2021,5094.94,1083.53,85
7217,Central,Scanner,2023,1214.04,196.46,59
7218,Northeast,Mouse,2022,6610.13,1131.66,100
7219,Northwest,Mouse,2023,6374.9,1369.81,66
7220,Southeast,Monitor,2024,20792.01,3530.12,51
7221,Northwest,Webcam,2024,3457.97,615.31,42
7222,Southeast,Monitor,2021,17114.86,3675.74,28
7223,South,GPU,2024,12164.67,2907.86,31
7224,South,SSD,2020,5312.26,997.34,78
7225,Central,Headphones,2023,1800.2,368.23,50
7226,Southeast,Speaker,2024,2115.54,527.78,48
7227,Southwest,CPU,2022,9376.17,1973.17,59
7228,Northwest,Router,2024,5232.14,1159.09,73
7229,South,Router,2020,7930.15,1717.12,78
7230,Southwest,Scanner,2022,5299.47,1080.92,44
7231,South,GPU,2023,13333.65,2967.58,77
7232,North,Laptop,2022,17684.83,2889.99,36
7233,North,Webcam,2022,8514.92,1532.0,37
7234,Southeast,Scanner,2022,5541.33,1253.74,76
7235,Southwest,CPU,2022,8855.21,2072.1,41
7236,Southwest,SSD,2020,5446.85,1099.41,77
7237,West,Monitor,2024,14402.5,3483.6,16
7238,East,Camera,2022,16918.93,2829.57,42
7239,Northeast,SSD,2020,5290.89,962.55,83
7240,South,Monitor,2023,15857.41,3116.35,59
7241,West,Speaker,2020,6562.4,1066.76,72
7242,West,Tablet,2023,8285.57,1325.39,26
7243,North,Tablet,2024,11569.09,2175.38,59
7244,Northwest,Router,2021,6936.17,1184.59,55
7245,Southwest,Laptop,2021,32210.3,7687.23,34
7246,West,Camera,2022,15938.62,3522.99,42
7247,Southeast,HardDrive,2020,5217.35,831.98,31
7248,Central,Camera,2022,9706.74,2086.58,68
7249,Southeast,Webcam,2020,3216.17,737.88,59
7250,Southeast,Webcam,2021,3409.95,812.8,38
7251,West,Speaker,2022,5991.52,1424.33,52
7252,North,Speaker,2022,9565.87,1661.74,71
7253,South,Monitor,2021,25415.24,4489.2,51
7254,Southeast,GPU,2021,9776.86,2086.93,45
7255,Central,Mouse,2024,5566.76,1043.24,193
7256,West,Camera,2022,18436.44,3506.33,85
7257,Northeast,CPU,2024,3866.42,639.44,53
7258,West,GPU,2024,9058.42,2074.57,94
7259,Southeast,Mouse,2020,3885.31,772.53,103
7260,West,SSD,2020,10414.16,2326.93,36
7261,Southwest,Router,2020,5747.27,867.86,52
7262,Northwest,Webcam,2020,1723.15,312.69,62
7263,Southwest,Router,2022,6641.18,1391.5,98
7264,North,Router,2022,6923.53,1639.16,83
7265,East,Phone,2021,10406.25,1604.78,25
7266,North,Mouse,2023,3662.12,759.58,59
7267,Southwest,CPU,2023,4750.89,829.62,50
7268,Northeast,CPU,2020,14551.43,2315.0,58
7269,East,Mouse,2021,5591.24,913.37,86
7270,West,Phone,2024,18542.15,4480.12,58
7271,South,Printer,2020,10157.57,2468.18,58
7272,East,Tablet,2022,26023.5,4651.03,11
7273,East,Camera,2021,6174.27,985.73,36
7274,Northwest,SSD,2024,5593.34,1214.92,53
7275,West,Speaker,2020,6096.9,1212.25,32
7276,West,Speaker,2021,6123.91,1116.21,68
7277,South,HardDrive,2023,6470.93,1549.32,86
7278,Central,Switch,2023,8874.88,1380.94,88
7279,Northwest,Modem,2024,3434.43,538.9,55
7280,North,RAM,2021,1230.84,189.52,26
7281,Southwest,Camera,2021,14160.07,2810.99,44
7282,South,Speaker,2023,5585.34,929.33,28
7283,Northwest,Headphones,2023,2472.02,442.86,189
7284,Northwest,Modem,2023,2505.2,561.48,58
7285,West,SSD,2021,3578.54,596.25,40
7286,East,Phone,2021,25864.01,4388.59,56
7287,South,Headphones,2024,3492.67,580.95,136
7288,North,Router,2021,6150.73,1397.08,57
7289,North,Monitor,2022,19852.7,3596.32,20
7290,East,CPU,2021,8142.52,1537.2,23
7291,Southeast,CPU,2021,12572.48,3023.75,64
7292,North,Printer,2023,12536.93,2649.82,44
7293,West,Modem,2022,1743.52,295.83,63
7294,Southeast,Camera,2021,20655.23,4428.34,94
7295,Northeast,GPU,2020,16056.12,3895.58,22
7296,Northeast,Camera,2020,23783.0,4204.76,91
7297,Northwest,Webcam,2024,3132.02,688.83,43
7298,Northeast,HardDrive,2021,5713.66,1255.94,44
7299,North,Laptop,2023,9872.23,2343.64,14
7300,Southeast,Switch,2024,6828.12,1588.09,70
7301,Northwest,Scanner,2023,6814.43,1260.73,99
7302,South,Printer,2024,14786.63,3628.85,68
7303,Northeast,Mouse,2024,6421.07,1330.05,85
7304,Northwest,Laptop,2021,19771.79,4305.28,33
7305,Central,Monitor,2020,33246.9,7482.0,33
7306,Northeast,Switch,2021,5659.53,889.51,74
7307,Southwest,Modem,2023,5981.85,1367.42,92
7308,Central,Mouse,2022,6676.68,1324.57,113
7309,West,Switch,2022,2521.57,590.65,61
7310,West,Tablet,2020,19798.23,4653.27,56
7311,West,Tablet,2023,23597.23,5872.28,29
7312,North,Headphones,2023,1850.6,442.22,118
7313,West,Monitor,2020,22900.58,4982.76,36
7314,Southeast,Camera,2020,14797.4,3652.1,29
7315,East,Phone,2022,11610.94,2637.23,27
7316,Northwest,Scanner,2023,5162.03,998.78,100
7317,Southwest,Scanner,2022,2224.54,473.22,49
7318,North,Modem,2020,5745.88,1283.94,28
7319,North,Monitor,2021,22935.59,5664.93,43
7320,North,Webcam,2023,7323.99,1788.84,33
7321,South,SSD,2023,8959.64,1928.93,23
7322,Central,Printer,2024,9210.3,1987.49,27
7323,Northwest,Phone,2021,7482.77,1725.23,46
7324,East,Laptop,2022,28763.66,4361.37,36
7325,Central,Mouse,2022,1915.36,298.6,60
7326,Central,Headphones,2020,1561.32,292.04,52
7327,West,Keyboard,2022,6661.21,1302.74,131
7328,North,Router,2023,1412.18,274.65,65
7329,South,Printer,2020,14454.82,2667.73,29
7330,Northeast,Router,2020,5108.91,902.15,36
7331,Northwest,HardDrive,2020,12047.77,2220.12,49
7332,Southeast,Router,2020,2022.99,328.16,30
7333,Southwest,Phone,2023,7147.81,1609.26,49
7334,West,Printer,2020,5664.15,1216.18,73
7335,Northeast,Laptop,2022,20842.68,3788.36,23
7336,South,Mouse,2023,2769.32,436.0,87
7337,North,Modem,2021,4534.37,927.61,59
7338,Northeast,Phone,2022,5455.03,1056.62,60
7339,North,GPU,2023,17116.4,3111.08,49
7340,West,Switch,2020,1814.98,439.73,94
7341,West,Keyboard,2024,1955.13,431.14,118
7342,North,Laptop,2024,34656.99,5594.55,56
7343,Northwest,Monitor,2024,12428.7,2914.91,51
7344,East,SSD,2024,11955.92,2159.12,29
7345,Northeast,CPU,2022,11154.94,2070.29,44
7346,Central,Speaker,2020,2618.35,460.99,42
7347,Northwest,Camera,2024,18965.97,4465.03,75
7348,Central,RAM,2020,1860.61,292.13,41
7349,East,Modem,2021,7566.03,1149.45,74
7350,Northwest,HardDrive,2023,12526.69,2709.8,78
7351,Northwest,SSD,2020,3023.02,607.83,37
7352,Central,Mouse,2024,7543.31,1609.03,71
7353,West,Headphones,2020,3661.95,614.63,193
7354,East,Camera,2023,16307.03,3604.63,40
7355,North,Keyboard,2023,10058.93,1660.76,133
7356,South,Tablet,2023,33564.83,6381.25,53
7357,Southeast,Switch,2024,4613.36,1142.98,22
7358,Southeast,Printer,2020,12681.63,2843.58,43
7359,Northwest,Router,2023,2847.46,433.0,87
7360,Southwest,Camera,2021,12706.63,2662.71,64
7361,North,Router,2023,7973.31,1991.23,74
7362,North,Speaker,2022,1400.47,213.78,24
7363,Northeast,Mouse,2024,1385.05,213.72,97
7364,Northeast,Mouse,2024,6887.92,1057.74,144
7365,Southwest,Scanner,2022,6218.76,1289.72,56
7366,South,Tablet,2022,15297.98,2895.05,33
7367,North,Phone,2024,29508.95,4551.19,35
7368,South,CPU,2020,14012.35,3141.53,59
7369,Southeast,Headphones,2023,4822.03,1017.41,110
7370,East,Keyboard,2023,4548.74,1061.46,73
7371,South,HardDrive,2023,10188.49,1552.0,25
7372,Central,Headphones,2023,4639.43,788.27,76
7373,Northeast,Modem,2022,6794.31,1603.24,42
7374,Northeast,Mouse,2024,3171.28,600.53,100
7375,North,Headphones,2023,5860.63,1130.72,142
7376,Southwest,HardDrive,2022,6532.13,1192.11,29
7377,Northeast,Camera,2022,18751.42,3934.9,37
7378,Northwest,Laptop,2024,9728.75,1905.08,12
7379,North,Headphones,2023,6059.59,910.23,50
7380,West,Tablet,2020,20697.72,3600.02,16
7381,Southwest,Laptop,2024,22716.34,4461.58,41
7382,Southeast,RAM,2022,2059.49,391.01,92
7383,North,HardDrive,2023,8452.44,2025.03,26
7384,Central,Camera,2024,18068.87,3986.16,71
7385,South,Switch,2021,2241.35,557.02,76
7386,East,Switch,2020,1154.47,263.28,24
7387,East,Router,2020,8208.29,1660.72,58
7388,Southwest,Webcam,2022,4878.85,776.23,87
7389,Northeast,Router,2024,5373.0,1291.25,99
7390,West,Headphones,2024,5123.21,948.96,66
7391,Southeast,Mouse,2021,2801.34,576.08,155
7392,South,Scanner,2022,2987.55,662.07,48
7393,Northwest,Camera,2023,6125.93,1436.96,85
7394,Northeast,Modem,2022,2918.25,574.27,59
7395,Northwest,Router,2021,1780.1,305.79,52
7396,East,CPU,2020,3044.43,740.55,41
7397,Northwest,RAM,2022,2409.64,432.63,30
7398,Northeast,Keyboard,2021,1962.95,378.16,153
7399,North,SSD,2024,10754.69,1634.42,74
7400,Northeast,SSD,2024,9794.15,1625.89,59
7401,East,Webcam,2023,4212.75,950.17,47
7402,Southeast,Speaker,2022,6697.17,1032.37,58
7403,Central,Speaker,2020,7620.87,1580.77,71
7404,West,SSD,2021,6535.08,1600.1,69
7405,North,SSD,2020,8364.53,1698.88,25
7406,East,GPU,2023,10071.84,1695.4,91
7407,West,Keyboard,2022,6947.62,1057.54,54
7408,Northwest,GPU,2020,10666.32,1910.86,87
7409,Northwest,SSD,2023,2775.83,433.62,48
7410,West,Printer,2022,6239.6,1265.27,97
7411,Central,Webcam,2022,8015.06,1369.56,83
7412,Southeast,SSD,2020,7946.52,1790.16,59
7413,East,Webcam,2020,5418.95,980.02,87
7414,East,Mouse,2021,5911.13,1284.68,64
7415,Northwest,SSD,2023,9644.78,1767.83,20
7416,North,Speaker,2021,8312.57,1908.09,100
7417,Southwest,Mouse,2021,4457.74,761.82,149
7418,South,Printer,2021,13848.17,2194.29,65
7419,South,Switch,2021,2415.73,467.86,28
7420,Central,SSD,2021,16669.57,2903.97,58
7421,Southeast,Speaker,2020,4440.52,974.87,66
7422,Northwest,HardDrive,2021,4099.54,642.94,70
7423,North,Keyboard,2023,7465.28,1183.97,146
7424,Central,Laptop,2020,12665.59,2644.79,30
7425,Southwest,SSD,2021,12666.23,2660.55,74
7426,East,Modem,2024,3310.06,815.67,80
7427,Northwest,HardDrive,2023,7360.3,1202.72,58
7428,Northwest,Monitor,2022,16094.49,2725.22,27
7429,North,Tablet,2024,36707.28,7041.01,32
7430,Southwest,Speaker,2021,4914.9,1065.37,81
7431,Northeast,Router,2021,4300.6,753.39,53
7432,North,Camera,2022,29615.67,5953.24,93
7433,West,GPU,2023,8793.62,1608.56,71
7434,Central,Phone,2021,8400.14,1480.11,12
7435,Northeast,Printer,2022,22482.2,4177.31,45
7436,North,Keyboard,2024,8577.69,1616.97,92
7437,Northwest,Mouse,2022,2827.88,517.83,87
7438,Southeast,Modem,2020,8473.74,1922.95,86
7439,West,Printer,2022,9981.83,2318.75,99
7440,Northwest,Camera,2024,13770.77,3267.6,42
7441,Central,Mouse,2021,7727.57,1753.69,187
7442,North,Scanner,2023,6293.88,1386.29,100
7443,Southeast,GPU,2020,11996.58,2280.03,52
7444,East,HardDrive,2021,8290.18,1629.31,34
7445,Northeast,Modem,2024,4063.77,927.37,88
7446,South,Speaker,2023,2307.94,439.35,28
7447,Northwest,Headphones,2023,5140.71,891.68,185
7448,Northwest,Headphones,2020,2732.39,584.68,105
7449,South,CPU,2020,9779.18,2314.86,35
7450,Southwest,Phone,2022,17745.4,3629.89,56
7451,Southwest,HardDrive,2023,6291.92,991.6,37
7452,East,Scanner,2023,6753.23,1438.44,36
7453,Central,HardDrive,2023,17723.75,4304.03,74
7454,Northwest,Mouse,2023,1687.7,327.94,118
7455,Southeast,CPU,2022,10359.82,1899.97,88
7456,Northeast,Phone,2021,16853.9,3535.37,13
7457,North,GPU,2021,9749.44,1679.54,76
7458,West,Printer,2022,11594.95,2070.8,32
7459,South,Webcam,2022,6277.62,1479.95,28
7460,Southeast,Monitor,2024,15613.35,2485.77,48
7461,North,Modem,2020,5433.26,1169.87,97
7462,West,Monitor,2021,11609.05,2195.5,29
7463,Northeast,Camera,2024,9812.36,2344.87,40
7464,Northeast,Speaker,2020,3075.53,536.63,42
7465,South,Mouse,2020,2316.75,416.99,153
7466,Northwest,Speaker,2024,1389.2,290.17,97
7467,Northeast,CPU,2023,8711.97,1389.81,81
7468,North,Webcam,2023,6607.48,1074.34,90
7469,West,Phone,2020,7695.36,1771.17,23
7470,Northeast,Scanner,2022,4354.02,1029.39,70
7471,Northwest,GPU,2024,11514.97,2859.48,49
7472,Southwest,SSD,2023,6345.48,1492.28,58
7473,Central,Scanner,2024,6579.13,1006.84,71
7474,West,Tablet,2023,23339.7,4818.57,50
7475,North,Router,2020,3666.39,913.76,57
7476,East,GPU,2024,5968.08,948.67,42
7477,Central,Modem,2022,3365.98,771.36,63
7478,North,Switch,2024,7702.92,1848.44,27
7479,West,SSD,2023,5525.83,881.04,22
7480,West,SSD,2021,14517.56,2911.18,95
7481,North,Monitor,2022,10155.13,2488.65,53
7482,Northeast,GPU,2022,7465.37,1437.69,75
7483,Southeast,Mouse,2023,4214.53,732.27,129
7484,North,Laptop,2022,21467.48,4338.17,15
7485,West,Monitor,2022,16044.49,3074.59,32
7486,Northwest,Printer,2021,9210.05,2194.17,35
7487,Northeast,Printer,2024,15665.9,3507.82,99
7488,East,CPU,2020,14794.97,3307.28,33
7489,Southwest,GPU,2020,13629.82,2364.7,57
7490,South,HardDrive,2023,9719.18,2010.88,22
7491,Northeast,CPU,2022,11765.28,2689.75,23
7492,North,Keyboard,2023,9335.57,1500.61,71
7493,Northeast,Headphones,2023,1132.34,202.91,126
7494,Northeast,Headphones,2022,5666.37,921.41,50
7495,Southwest,Mouse,2020,3473.53,591.01,57
